"final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","id1"
0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329
1,49.0,0.0,0.0,3.0,10.0,0.0,7.0,26.0,22.0,12.0,1.0,0.0,0.0,2.0,20.0,3.0,0.0,15.0,0.0,3.0,0.0,14.0,13.0,15.0,20.0,0.0,0.0,14.0,0.0,0.0,28.0,31.0,2.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,4330
1,0.0,174.0,93.0,74.0,62.0,170.0,350.0,211.0,149.0,98.0,111.0,68.0,309.0,244.0,74.0,166.0,151.0,281.0,102.0,129.0,114.0,170.0,282.0,264.0,129.0,72.0,161.0,154.0,127.0,242.0,53.0,50.0,357.0,102.0,34.0,0.0,0.0,0.0,0.0,0.0,4331
0,22.0,22.0,16.0,40.0,22.0,11.0,88.0,42.0,20.0,0.0,32.0,50.0,0.0,57.0,8.0,0.0,0.0,21.0,0.0,42.0,0.0,0.0,10.0,0.0,68.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332
1,0.0,36.0,120.0,30.0,3.0,19.0,21.0,41.0,2.0,0.0,12.0,26.0,1.0,23.0,0.0,14.0,0.0,13.0,42.0,32.0,0.0,3.0,26.0,51.0,4.0,1.0,1.0,3.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333
1,3.0,37.0,41.0,68.0,23.0,52.0,7.0,78.0,7.0,2.0,3.0,36.0,7.0,3.0,84.0,2.0,11.0,58.0,1.0,95.0,33.0,39.0,6.0,128.0,1.0,13.0,106.0,0.0,0.0,52.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,6.0,0.0,4334
0,0.0,72.0,0.0,47.0,47.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335
0,40.0,14.0,17.0,65.0,93.0,38.0,19.0,33.0,30.0,11.0,0.0,1.0,44.0,10.0,7.0,12.0,11.0,19.0,22.0,30.0,4.0,20.0,4.0,0.0,0.0,10.0,0.0,16.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4336
0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337
1,182.0,97.0,26.0,104.0,5.0,140.0,9.0,0.0,31.0,25.0,6.0,0.0,1.0,2.0,24.0,10.0,195.0,170.0,45.0,57.0,76.0,94.0,106.0,123.0,51.0,1.0,0.0,2.0,75.0,101.0,2.0,7.0,1.0,45.0,85.0,2.0,3.0,3.0,2.0,0.0,4338
1,11.0,97.0,33.0,77.0,78.0,51.0,54.0,52.0,69.0,1.0,0.0,26.0,0.0,50.0,23.0,36.0,22.0,0.0,12.0,102.0,45.0,0.0,2.0,14.0,0.0,0.0,0.0,140.0,33.0,0.0,5.0,5.0,15.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,4339
1,0.0,0.0,0.0,67.0,4.0,2.0,5.0,50.0,0.0,4.0,57.0,124.0,11.0,0.0,10.0,15.0,0.0,0.0,1.0,16.0,0.0,0.0,31.0,0.0,9.0,0.0,23.0,4.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4340
1,5.0,31.0,54.0,19.0,21.0,38.0,4.0,57.0,25.0,11.0,0.0,29.0,12.0,11.0,0.0,1.0,53.0,16.0,14.0,23.0,0.0,95.0,0.0,2.0,75.0,9.0,2.0,16.0,17.0,25.0,32.0,0.0,7.0,101.0,38.0,0.0,0.0,0.0,0.0,0.0,4341
1,47.0,36.0,97.0,16.0,29.0,56.0,98.0,101.0,45.0,106.0,3.0,0.0,7.0,94.0,135.0,118.0,106.0,138.0,33.0,98.0,154.0,128.0,49.0,168.0,135.0,89.0,2.0,233.0,103.0,31.0,26.0,114.0,96.0,153.0,288.0,2.0,0.0,2.0,0.0,0.0,4342
1,17.0,0.0,30.0,63.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,35.0,0.0,52.0,0.0,27.0,0.0,0.0,108.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343
1,18.0,0.0,71.0,36.0,84.0,19.0,0.0,8.0,84.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,52.0,21.0,0.0,1.0,0.0,21.0,101.0,15.0,0.0,0.0,1.0,0.0,0.0,70.0,8.0,0.0,0.0,0.0,42.0,26.0,7.0,5.0,0.0,0.0,4344
1,9.0,0.0,18.0,0.0,2.0,17.0,44.0,45.0,1.0,31.0,20.0,29.0,0.0,0.0,50.0,1.0,42.0,0.0,48.0,26.0,45.0,44.0,35.0,2.0,0.0,56.0,29.0,41.0,0.0,58.0,36.0,50.0,24.0,27.0,23.0,46.0,0.0,0.0,0.0,0.0,4345
0,7.0,1.0,25.0,12.0,10.0,18.0,0.0,0.0,74.0,10.0,28.0,0.0,3.0,63.0,34.0,2.0,2.0,16.0,29.0,0.0,12.0,11.0,26.0,75.0,0.0,5.0,5.0,57.0,2.0,0.0,0.0,23.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,4346
0,114.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4347
1,21.0,12.0,6.0,6.0,0.0,0.0,30.0,12.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,59.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,31.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4348
1,32.0,24.0,60.0,0.0,5.0,45.0,4.0,0.0,11.0,97.0,3.0,40.0,0.0,14.0,6.0,13.0,5.0,93.0,114.0,0.0,0.0,0.0,34.0,0.0,39.0,0.0,111.0,53.0,25.0,6.0,6.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4349
0,44.0,66.0,73.0,36.0,41.0,0.0,45.0,19.0,36.0,16.0,1.0,0.0,10.0,28.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350
1,0.0,7.0,0.0,7.0,20.0,47.0,21.0,94.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,86.0,0.0,8.0,10.0,4.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,4351
1,19.0,32.0,16.0,23.0,9.0,1.0,3.0,41.0,110.0,0.0,0.0,0.0,0.0,1.0,9.0,29.0,0.0,2.0,0.0,2.0,57.0,168.0,9.0,5.0,3.0,0.0,9.0,0.0,97.0,71.0,11.0,0.0,20.0,19.0,12.0,2.0,0.0,0.0,0.0,0.0,4352
1,5.0,44.0,51.0,25.0,9.0,18.0,33.0,88.0,4.0,24.0,7.0,81.0,0.0,10.0,3.0,44.0,2.0,9.0,66.0,2.0,31.0,39.0,19.0,118.0,9.0,0.0,159.0,101.0,45.0,35.0,32.0,0.0,0.0,3.0,140.0,0.0,4.0,0.0,0.0,0.0,4353
1,4.0,35.0,19.0,0.0,28.0,5.0,25.0,38.0,0.0,6.0,0.0,65.0,51.0,7.0,0.0,0.0,7.0,24.0,6.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,0.0,3.0,48.0,0.0,22.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354
1,105.0,61.0,172.0,47.0,36.0,64.0,38.0,17.0,50.0,28.0,19.0,15.0,15.0,71.0,35.0,180.0,56.0,47.0,31.0,40.0,66.0,39.0,21.0,89.0,16.0,44.0,25.0,19.0,66.0,11.0,31.0,37.0,2.0,17.0,0.0,28.0,7.0,5.0,0.0,0.0,4355
1,81.0,0.0,51.0,91.0,4.0,10.0,47.0,29.0,9.0,0.0,7.0,0.0,128.0,66.0,29.0,66.0,0.0,14.0,31.0,12.0,4.0,32.0,1.0,90.0,13.0,0.0,109.0,22.0,0.0,26.0,0.0,10.0,83.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4356
0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4357
1,91.0,66.0,34.0,33.0,48.0,57.0,32.0,26.0,31.0,63.0,34.0,26.0,6.0,9.0,37.0,55.0,77.0,88.0,33.0,65.0,30.0,36.0,31.0,29.0,38.0,29.0,54.0,54.0,50.0,103.0,29.0,57.0,23.0,7.0,22.0,54.0,27.0,21.0,12.0,3.0,4358
1,3.0,0.0,615.0,50.0,0.0,44.0,77.0,0.0,27.0,0.0,4.0,0.0,0.0,63.0,0.0,57.0,1.0,0.0,0.0,112.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,4359
0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360
1,72.0,64.0,14.0,48.0,21.0,15.0,5.0,69.0,4.0,16.0,14.0,20.0,9.0,11.0,32.0,23.0,8.0,11.0,24.0,22.0,9.0,4.0,19.0,33.0,39.0,7.0,5.0,10.0,8.0,22.0,12.0,0.0,2.0,8.0,46.0,5.0,2.0,0.0,0.0,0.0,4361
0,368.0,19.0,15.0,63.0,161.0,58.0,323.0,100.0,22.0,3.0,3.0,0.0,19.0,9.0,30.0,4.0,76.0,85.0,1.0,19.0,76.0,12.0,0.0,6.0,0.0,6.0,26.0,21.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362
1,23.0,86.0,16.0,47.0,17.0,4.0,3.0,46.0,25.0,0.0,1.0,1.0,0.0,17.0,0.0,2.0,1.0,0.0,86.0,0.0,0.0,25.0,13.0,24.0,0.0,40.0,13.0,51.0,0.0,1.0,42.0,0.0,45.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4363
1,12.0,0.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4364
1,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,105.0,0.0,3.0,0.0,0.0,3.0,0.0,71.0,0.0,1.0,0.0,0.0,58.0,0.0,4.0,1.0,0.0,0.0,4365
0,0.0,169.0,45.0,17.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366
1,79.0,39.0,8.0,14.0,0.0,54.0,100.0,9.0,5.0,26.0,2.0,0.0,0.0,590.0,261.0,0.0,4.0,14.0,20.0,0.0,62.0,0.0,0.0,38.0,0.0,0.0,0.0,30.0,77.0,0.0,49.0,3.0,0.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,4367
0,440.0,204.0,183.0,229.0,255.0,188.0,271.0,155.0,119.0,46.0,48.0,49.0,2.0,15.0,7.0,15.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368
1,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4369
1,183.0,134.0,194.0,243.0,474.0,435.0,416.0,426.0,348.0,259.0,239.0,262.0,333.0,366.0,344.0,282.0,343.0,234.0,292.0,294.0,262.0,198.0,96.0,268.0,144.0,115.0,161.0,151.0,259.0,164.0,198.0,174.0,381.0,216.0,33.0,0.0,0.0,0.0,0.0,0.0,4370
1,69.0,115.0,62.0,83.0,140.0,120.0,147.0,19.0,8.0,41.0,67.0,82.0,139.0,27.0,0.0,34.0,2.0,117.0,14.0,24.0,8.0,11.0,1.0,116.0,16.0,3.0,9.0,32.0,49.0,27.0,15.0,21.0,126.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4371
1,34.0,12.0,38.0,15.0,10.0,21.0,21.0,17.0,9.0,46.0,6.0,10.0,19.0,23.0,63.0,7.0,15.0,36.0,8.0,46.0,7.0,1.0,28.0,9.0,3.0,27.0,7.0,5.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4372
0,4.0,1.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4373
1,766.0,258.0,70.0,64.0,87.0,101.0,18.0,29.0,86.0,36.0,7.0,68.0,32.0,17.0,61.0,57.0,16.0,56.0,5.0,30.0,34.0,58.0,39.0,0.0,12.0,44.0,16.0,10.0,13.0,7.0,44.0,4.0,27.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,4374
1,3.0,10.0,90.0,2.0,2.0,34.0,17.0,18.0,29.0,0.0,0.0,0.0,0.0,3.0,46.0,6.0,1.0,17.0,2.0,45.0,0.0,0.0,0.0,0.0,41.0,0.0,46.0,0.0,11.0,0.0,35.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,0.0,4375
0,19.0,74.0,23.0,47.0,0.0,13.0,3.0,0.0,19.0,1.0,5.0,0.0,0.0,29.0,0.0,7.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4376
1,1.0,0.0,0.0,30.0,26.0,5.0,20.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,7.0,34.0,0.0,0.0,13.0,27.0,14.0,0.0,2.0,44.0,26.0,4.0,0.0,0.0,0.0,4377
1,7.0,12.0,67.0,25.0,9.0,9.0,4.0,10.0,34.0,21.0,3.0,1.0,0.0,13.0,25.0,0.0,1.0,1.0,1.0,22.0,16.0,2.0,5.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,4378
1,71.0,97.0,2.0,78.0,6.0,0.0,29.0,24.0,26.0,134.0,36.0,0.0,1.0,0.0,1.0,72.0,133.0,4.0,8.0,47.0,217.0,54.0,73.0,29.0,17.0,3.0,64.0,0.0,64.0,38.0,4.0,14.0,1.0,17.0,133.0,4.0,0.0,4.0,0.0,0.0,4379
1,1.0,45.0,31.0,17.0,15.0,0.0,0.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380
0,30.0,15.0,23.0,0.0,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4381
1,3.0,0.0,16.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382
0,33.0,0.0,0.0,146.0,21.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,6.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383
0,34.0,11.0,0.0,13.0,23.0,23.0,0.0,1.0,7.0,2.0,0.0,0.0,13.0,13.0,1.0,0.0,4.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4384
1,9.0,0.0,8.0,0.0,11.0,16.0,1.0,0.0,1.0,1.0,18.0,0.0,1.0,0.0,4.0,1.0,24.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4385
1,0.0,65.0,84.0,8.0,1.0,6.0,1.0,33.0,4.0,2.0,8.0,0.0,31.0,3.0,0.0,0.0,5.0,31.0,3.0,1.0,0.0,0.0,31.0,12.0,6.0,5.0,0.0,34.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386
1,50.0,2.0,0.0,0.0,29.0,10.0,0.0,78.0,34.0,61.0,18.0,29.0,6.0,0.0,37.0,2.0,0.0,0.0,7.0,0.0,41.0,16.0,95.0,43.0,0.0,26.0,0.0,0.0,59.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387
1,39.0,39.0,0.0,24.0,0.0,27.0,47.0,22.0,9.0,41.0,20.0,7.0,3.0,5.0,4.0,31.0,29.0,4.0,0.0,27.0,3.0,50.0,19.0,0.0,26.0,3.0,0.0,2.0,50.0,6.0,48.0,11.0,12.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,4388
1,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,50.0,0.0,0.0,11.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4389
1,3.0,0.0,0.0,3.0,1.0,20.0,40.0,80.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,4390
1,123.0,89.0,20.0,10.0,9.0,43.0,16.0,138.0,10.0,0.0,0.0,0.0,0.0,42.0,42.0,8.0,32.0,33.0,3.0,191.0,77.0,107.0,25.0,1.0,0.0,209.0,27.0,5.0,48.0,56.0,4.0,153.0,96.0,207.0,20.0,0.0,0.0,0.0,0.0,0.0,4391
1,43.0,176.0,0.0,69.0,86.0,38.0,0.0,59.0,111.0,34.0,0.0,0.0,0.0,0.0,228.0,52.0,31.0,12.0,21.0,134.0,24.0,78.0,21.0,163.0,330.0,14.0,47.0,33.0,53.0,34.0,121.0,14.0,33.0,18.0,17.0,278.0,15.0,13.0,4.0,2.0,4392
0,0.0,67.0,58.0,163.0,65.0,62.0,69.0,90.0,32.0,55.0,84.0,77.0,99.0,41.0,67.0,48.0,34.0,69.0,72.0,28.0,30.0,39.0,0.0,2.0,21.0,21.0,36.0,191.0,0.0,7.0,12.0,23.0,58.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,4393
0,90.0,10.0,64.0,77.0,22.0,61.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4394
1,140.0,537.0,498.0,357.0,332.0,110.0,361.0,371.0,401.0,290.0,275.0,179.0,139.0,311.0,312.0,209.0,201.0,16.0,100.0,59.0,60.0,82.0,102.0,70.0,86.0,84.0,166.0,304.0,429.0,856.0,790.0,355.0,249.0,296.0,23.0,1.0,0.0,0.0,0.0,0.0,4395
0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4396
0,21.0,61.0,35.0,78.0,0.0,9.0,19.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397
0,23.0,6.0,39.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4398
1,57.0,33.0,29.0,66.0,7.0,8.0,0.0,55.0,59.0,19.0,0.0,0.0,7.0,16.0,12.0,6.0,66.0,10.0,8.0,11.0,85.0,0.0,69.0,9.0,3.0,0.0,4.0,5.0,41.0,30.0,8.0,1.0,0.0,77.0,26.0,0.0,4.0,0.0,1.0,0.0,4399
1,0.0,33.0,0.0,16.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,2.0,5.0,17.0,63.0,5.0,0.0,0.0,2.0,0.0,70.0,61.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400
1,19.0,22.0,35.0,3.0,8.0,0.0,36.0,18.0,5.0,4.0,12.0,15.0,29.0,0.0,5.0,0.0,18.0,7.0,1.0,6.0,0.0,17.0,6.0,28.0,13.0,0.0,0.0,20.0,10.0,7.0,15.0,38.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4401
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402
1,214.0,207.0,108.0,42.0,62.0,95.0,52.0,154.0,189.0,66.0,49.0,61.0,49.0,60.0,44.0,2.0,6.0,38.0,50.0,7.0,37.0,58.0,36.0,5.0,39.0,4.0,17.0,5.0,15.0,4.0,0.0,84.0,15.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,4403
0,83.0,92.0,36.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,11.0,8.0,0.0,12.0,8.0,68.0,57.0,68.0,16.0,67.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4404
1,25.0,12.0,22.0,24.0,17.0,0.0,15.0,17.0,23.0,30.0,11.0,20.0,9.0,30.0,9.0,8.0,0.0,9.0,21.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,21.0,0.0,0.0,49.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4405
0,18.0,57.0,0.0,121.0,3.0,2.0,31.0,7.0,23.0,1.0,0.0,0.0,0.0,4.0,34.0,46.0,2.0,3.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,4.0,16.0,24.0,18.0,12.0,36.0,2.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,4406
0,0.0,78.0,159.0,70.0,20.0,107.0,56.0,96.0,20.0,35.0,0.0,63.0,22.0,39.0,5.0,1.0,11.0,0.0,37.0,0.0,18.0,0.0,7.0,62.0,3.0,0.0,1.0,27.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4407
1,77.0,3.0,15.0,7.0,22.0,18.0,7.0,10.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,44.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4408
1,0.0,41.0,31.0,49.0,10.0,6.0,7.0,26.0,16.0,9.0,19.0,16.0,3.0,10.0,8.0,4.0,25.0,3.0,5.0,2.0,26.0,11.0,14.0,3.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4409
1,0.0,54.0,0.0,45.0,110.0,0.0,76.0,1.0,0.0,242.0,191.0,0.0,147.0,0.0,34.0,32.0,85.0,161.0,177.0,40.0,173.0,141.0,261.0,166.0,106.0,120.0,320.0,212.0,36.0,29.0,3.0,0.0,2.0,12.0,48.0,0.0,0.0,0.0,0.0,0.0,4410
1,665.0,180.0,402.0,116.0,39.0,61.0,78.0,156.0,38.0,77.0,20.0,8.0,46.0,6.0,254.0,136.0,39.0,108.0,51.0,33.0,57.0,92.0,31.0,19.0,59.0,37.0,74.0,78.0,54.0,41.0,108.0,0.0,0.0,102.0,25.0,0.0,20.0,0.0,0.0,0.0,4411
0,20.0,51.0,143.0,10.0,12.0,28.0,225.0,11.0,0.0,7.0,2.0,6.0,45.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412
