gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,unique_id
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,180,Y,Pass,BBB_2014J_605089
F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,BBB_2014J_605186
F,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,BBB_2014J_605243
F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2014J_605770
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass,BBB_2014J_605771
F,South West Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,BBB_2014J_606027
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_606105
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_606134
F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,BBB_2014J_606239
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014J_606391
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_606442
F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_606517
F,London Region,HE Qualification,20-30%,0-35,0,120,Y,Fail,BBB_2014J_606531
M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014J_606535
F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_606586
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_606861
F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,BBB_2014J_606864
F,Scotland,Lower Than A Level,20-30%,0-35,1,120,N,Pass,BBB_2014J_607062
F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,BBB_2014J_607603
F,Wales,HE Qualification,0-10%,0-35,0,120,N,Pass,BBB_2014J_607923
F,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB_2014J_608134
F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_608195
F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_608448
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2014J_608851
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,90,N,Pass,BBB_2014J_609194
F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_609203
F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,BBB_2014J_609403
M,Scotland,A Level or Equivalent,80-90%,35-55,1,60,N,Pass,BBB_2014J_609927
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,BBB_2014J_610385
F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_610405
F,London Region,Post Graduate Qualification,10-20,35-55,0,60,N,Pass,BBB_2014J_610470
F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_610545
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2014J_611241
F,North Western Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,BBB_2014J_611268
F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2014J_611329
F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2014J_611821
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_612135
F,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,BBB_2014J_612230
F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2014J_612247
F,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_612566
F,Ireland,Lower Than A Level,10-20,0-35,1,60,Y,Pass,BBB_2014J_612750
F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014J_613102
M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,BBB_2014J_613135
F,North Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_613380
F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2014J_613909
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_614159
F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,BBB_2014J_616660
F,Wales,Lower Than A Level,10-20,0-35,1,150,N,Pass,BBB_2014J_617297
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_617521
F,London Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,BBB_2014J_617525
M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_617530
F,South East Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,BBB_2014J_618197
F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_618589
F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_618960
F,London Region,No Formal quals,50-60%,35-55,0,150,N,Fail,BBB_2014J_618983
F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014J_618994
M,East Anglian Region,No Formal quals,60-70%,0-35,0,60,N,Fail,BBB_2014J_619052
F,Ireland,HE Qualification,60-70%,0-35,0,120,N,Pass,BBB_2014J_619935
F,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,BBB_2014J_620000
F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_620115
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2014J_620550
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_620698
F,Wales,Lower Than A Level,30-40%,0-35,1,60,N,Pass,BBB_2014J_621487
F,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Pass,BBB_2014J_621826
F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014J_621856
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,BBB_2014J_622007
F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2014J_622313
F,Wales,Lower Than A Level,70-80%,0-35,0,120,Y,Pass,BBB_2014J_622573
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,BBB_2014J_623042
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014J_623097
F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_623376
F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2014J_623441
F,Ireland,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,BBB_2014J_623519
F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_623648
F,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2014J_623689
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,BBB_2014J_624342
F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,BBB_2014J_624709
F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014J_625666
F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,BBB_2014J_625709
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_625826
M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_626012
M,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Pass,BBB_2014J_626075
F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_626139
F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,BBB_2014J_626159
F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014J_626195
F,South East Region,Lower Than A Level,50-60%,35-55,0,135,N,Fail,BBB_2014J_626210
F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J_626646
F,Wales,HE Qualification,80-90%,0-35,1,120,N,Pass,BBB_2014J_626740
F,North Western Region,No Formal quals,0-10%,35-55,0,60,N,Pass,BBB_2014J_627269
M,South East Region,HE Qualification,90-100%,55<=,0,120,N,Pass,BBB_2014J_627563
F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Fail,BBB_2014J_627660
F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,300,Y,Fail,BBB_2014J_627968
M,East Anglian Region,HE Qualification,90-100%,35-55,0,120,N,Pass,BBB_2014J_628388
F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,BBB_2014J_628656
F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_628679
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_628991
F,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,BBB_2014J_629053
F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2014J_629127
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_629245
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_629553
M,North Western Region,HE Qualification,0-10%,0-35,1,60,N,Fail,BBB_2014J_630274
F,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2014J_630286
F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_630404
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_630597
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_630697
F,Yorkshire Region,No Formal quals,0-10%,0-35,0,90,N,Fail,BBB_2014J_630716
F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2014J_630773
F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,BBB_2014J_630834
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_631230
M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,BBB_2014J_631248
F,South East Region,Lower Than A Level,60-70%,0-35,0,75,N,Fail,BBB_2014J_631266
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_631416
F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,120,Y,Fail,BBB_2014J_631561
M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014J_631640
F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,BBB_2014J_631775
F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014J_631954
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2014J_632281
F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,BBB_2014J_632473
F,South Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,BBB_2014J_632605
F,South West Region,HE Qualification,10-20,0-35,1,60,N,Pass,BBB_2014J_632632
M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_632955
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_633206
F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,BBB_2014J_633902
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_633949
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB_2014J_634247
M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_634636
F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,BBB_2014J_634772
M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,BBB_2014J_635328
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2014J_635452
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2014J_635561
F,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,BBB_2014J_635777
F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,BBB_2014J_635890
M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014J_635921
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_635924
F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass,BBB_2014J_636302
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_636525
F,South East Region,HE Qualification,70-80%,0-35,0,120,N,Fail,BBB_2014J_636953
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_637003
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_637063
F,South East Region,HE Qualification,20-30%,35-55,0,120,N,Pass,BBB_2014J_637238
F,South East Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,BBB_2014J_637279
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,BBB_2014J_637348
F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014J_637370
M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,Pass,BBB_2014J_637382
F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB_2014J_637388
F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2014J_637414
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_637586
M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_637715
F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2014J_637810
F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,BBB_2014J_637815
F,Wales,Lower Than A Level,70-80%,35-55,0,90,N,Fail,BBB_2014J_637820
F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_637867
F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_637903
F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,Pass,BBB_2014J_638516
F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2014J_638756
F,Scotland,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,BBB_2014J_638997
F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2014J_639663
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,BBB_2014J_639724
F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_640225
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_640425
M,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2014J_640455
M,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB_2014J_640701
M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_640753
F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2014J_641329
F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_641616
M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_641840
F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2014J_642067
M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_642075
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_642083
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,BBB_2014J_642122
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2014J_642201
F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014J_642250
F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2014J_642405
F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,BBB_2014J_642413
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_642550
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2014J_642595
F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,BBB_2014J_642600
F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,BBB_2014J_642633
F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2014J_642698
F,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,BBB_2014J_642834
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_642988
F,London Region,HE Qualification,20-30%,35-55,0,120,N,Pass,BBB_2014J_643172
F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2014J_643208
F,North Western Region,HE Qualification,70-80%,35-55,0,120,N,Pass,BBB_2014J_643321
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_643354
F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_643587
M,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,BBB_2014J_643953
M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_643986
F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_644069
F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,BBB_2014J_644164
F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2014J_644172
F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_644362
F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,BBB_2014J_644484
F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,BBB_2014J_644599
F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB_2014J_644793
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014J_644822
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB_2014J_644863
F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2014J_644993
F,South West Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,BBB_2014J_645042
F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J_645047
F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,BBB_2014J_645098
F,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,BBB_2014J_645256
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_645359
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_645370
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_645371
F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,BBB_2014J_645420
F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_645639
M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,BBB_2014J_645678
F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2014J_645753
F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014J_645793
F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_645950
F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_646063
F,Scotland,HE Qualification,30-40%,35-55,0,120,N,Fail,BBB_2014J_646075
F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014J_646119
F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,BBB_2014J_646178
F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,BBB_2014J_646202
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_646260
F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,BBB_2014J_646352
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,BBB_2014J_646415
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_646418
F,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_646482
F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2014J_646484
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_646579
F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,BBB_2014J_646618
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2014J_646659
F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014J_646691
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014J_646776
M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_646781
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,BBB_2014J_646798
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,BBB_2014J_646844
M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_646901
M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2014J_647056
F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_647200
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014J_647346
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_647385
F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,BBB_2014J_647393
F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_647395
F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Pass,BBB_2014J_647502
F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB_2014J_647511
F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_647553
F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2014J_647762
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_647764
F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_647803
F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014J_647883
F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_647967
F,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014J_647982
F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_648063
F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,BBB_2014J_648082
F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_648119
F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014J_648131
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J_648135
F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J_648182
F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J_648194
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_648262
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_648310
F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,BBB_2014J_648311
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2014J_648335
F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014J_648391
F,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014J_648416
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,BBB_2014J_648449
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_648476
M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_648487
M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2014J_648537
F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014J_648543
M,South East Region,HE Qualification,30-40%,0-35,0,60,N,Pass,BBB_2014J_648549
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_648553
F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014J_648585
F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,BBB_2014J_648693
F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_648713
M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_648728
M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,BBB_2014J_648751
F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,BBB_2014J_648760
F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J_648778
F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014J_648807
F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014J_648845
F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,Fail,BBB_2014J_648951
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014J_648985
F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_649018
F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014J_649025
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,BBB_2014J_649027
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014J_649110
F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2014J_649119
F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014J_649189
F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB_2014J_649221
F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_649231
F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2014J_649291
F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,BBB_2014J_649345
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014J_649518
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2014J_649543
F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,BBB_2014J_649578
F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,BBB_2014J_649621
F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2014J_649654
F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB_2014J_649692
F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass,BBB_2014J_649742
F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_649749
F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014J_649795
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014J_649824
